obs,Curve,time,elapsed,date,TIME,E,A,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,blfa_1,blfa_2,blfa_3,DarkAdaptedID,Fo,Fm,Fv,Fv/Fm,Adark,LightAdaptedID,Fs,Fm',PhiPS2,PS2/1,Qabs_fs,Afs,ETR,Fv'/Fm',PhiCO2,NPQ,DarkPulseID,Fo',Fv',qP,qN,qP_Fo,qN_Fo,Qin,Qabs,alpha,convert,TIME,CO2_s,CO2_r,H2O_s,H2O_r,Flow,Pa,?Pcham,Tair,Tleaf,Tleaf2,Fan_speed,Qamb_in,Qamb_out,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,F_avg,dF/dt,dF_dc/dt,F_dc_avg,period,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Heatx_setpoint,CO2_r_setpoint,H2O_r_setpoint,SS_s,SS_r,MatchH2O,MatchCO2,MatchValveR,MatchValveS
13,c12,1499821443,856.0999999,20170712 09:04:02,1499821442,0.007119896,50.9499083,1084.836263,108.1541713,142.1998364,0.298150335,2.256782487,0.277868942,0.17537519,247.8193762,32.96806884,32.9435,5.036090551,49.7453883,2.579113605,5.184628551,2.456976946,-0.041366591,0.046437623,3.467354035,0,0,0,0,#DIV/0!,-1,-,0,0,#DIV/0!,0.5,1264.38225,50.9499083,#DIV/0!,#DIV/0!,0.041087186,#DIV/0!,-,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1499.86,1264.38225,0.84300018,0.19600036,1499821442,1426.33,1499.64,25.8697,17.5487,500.111,99.5962,0.100109,33.4616,32.9435,999.9,10016.2,0,808.42,1499.86,0.899994,0.100006,0,1068.4,5.00027,16149.7,49.187,50.562,49.875,51.062,51.5,1076.445385,4.462906101,71.64102744,16270.39615,15,2,469.299,881.651,29.9999,35.1831,30.0004,34.9523,34.8691,69.1378,37.6232,7.15561,30,1500,17.6366,97.7919,99.0848,0.134,13.058,100,100
1,c13,1499822500,0,20170712 09:21:39,1499822499,0.008789432,17.67717987,280.9297936,28.00207048,37.36379822,0.377961691,2.257640187,0.346003449,0.21889785,247.8470437,32.27813899,32.9463,5.036883244,50.5825707,2.601853069,5.143773899,2.435030175,-0.041389749,0.046463619,3.468889434,0,0,0,0,#DIV/0!,-1,-,0,0,#DIV/0!,0.5,1264.525637,17.67717987,#DIV/0!,#DIV/0!,0.014770108,#DIV/0!,-,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1500.03,1264.525637,0.843000231,0.196000015,1499822499,374.851,400.019,26.103,15.8303,499.966,99.5764,0.1,33.3204,32.9463,999.9,10023.8,0,720.275,1500.03,0.900001,0.0999993,0,1056.63,5.00027,15819.4,47.437,48.812,48.125,48.75,49.562,1058.332308,-12.54427352,-195.2068376,15841.59231,15,2,442.345,862.685,29.9993,35.7961,30,35.6681,35.6059,23.8017,52.2659,0,30,400,15.7877,97.6802,99.003,0.215,13.754,100,100
2,c13,1499822571,71.0999999,20170712 09:22:50,1499822570,0.008623103,11.33350795,220.0856984,21.93815479,28.25630553,0.36710224,2.258262833,0.336883038,0.21305929,247.8668711,32.30270554,32.9038,5.02486297,50.06029604,2.570589161,5.134985936,2.454273808,-0.041406565,0.046482497,3.470004201,0,0,0,0,#DIV/0!,-1,-,0,0,#DIV/0!,0.5,1264.626797,11.33350795,#DIV/0!,#DIV/0!,0.009752686,#DIV/0!,-,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1500.15,1264.626797,0.843000231,0.196000015,1499822570,283.47,300.005,25.7884,15.7066,499.954,99.5801,0.0999562,33.2899,32.9038,999.9,10027.5,0,899.715,1500.15,0.900001,0.0999993,0,1011.55,5.00027,15157.2,47.25,48.625,47.937,48.5,49.375,1013.578846,-18.49059829,-267.7846155,15188.91923,15,2,443.511,861.667,29.9996,35.79,30,35.6719,35.6157,18.8251,52.5369,0,30,300,15.7094,97.683,99.0086,0.215,13.754,100,100
3,c13,1499822641,141.5,20170712 09:24:01,1499822641,0.008569478,4.638955561,163.127037,16.25964386,19.18359846,0.361624053,2.254155953,0.332212577,0.210075664,247.8582256,32.36510977,32.9719,5.044135759,49.94268412,2.571229347,5.14836035,2.472906412,-0.041295725,0.046358069,3.462653643,0,0,0,0,#DIV/0!,-1,-,0,0,#DIV/0!,0.5,1264.57659,4.638955561,#DIV/0!,#DIV/0!,0.004459165,#DIV/0!,-,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1500.09,1264.57659,0.84300048,0.19600096,1499822641,192.462,200.007,25.7962,15.7793,500.06,99.5747,0.100033,33.3363,32.9719,999.9,10001.2,0,910.852,1500.09,0.899984,0.100016,0,973.143,5.00027,14605.9,47.187,48.562,47.812,48.5,49.312,975.0008462,-16.87070086,-222.4923076,14632.18846,15,2,444.42,860.91,30.0008,35.8065,30.0003,35.6896,35.6369,13.628,51.3973,0,30,200,15.7425,97.6817,99.0132,0.215,13.754,100,100
4,c13,1499822715,215.0999999,20170712 09:25:14,1499822714,0.008632109,-1.986993464,106.5436152,10.61912834,10.10118531,0.360866104,2.259244348,0.331632697,0.20969924,247.8253078,32.36608452,33.0538,5.06739921,49.91242372,2.572524628,5.154076754,2.494874582,-0.041433083,0.046512265,3.471761729,0,0,0,0,#DIV/0!,-1,-,0,0,#DIV/0!,0.5,1264.41561,-1.986993464,#DIV/0!,#DIV/0!,-0.000780593,#DIV/0!,-,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1499.9,1264.41561,0.84299994,0.19599988,1499822714,101.347,100.012,25.8106,15.7163,499.845,99.5694,0.0999075,33.3561,33.0538,999.9,10035,0,609.128,1499.9,0.900002,0.099998,0,953.381,5.00027,14321,47.062,48.562,47.75,48.437,49.25,954.3831154,-6.651384612,-111.7709402,14335.30385,15,2,444.844,859.731,30,35.8451,30.0003,35.7211,35.6682,8.22163,52.2392,0,30,100,15.6833,97.6778,99.0097,0.215,13.754,100,100
5,c13,1499822784,284,20170712 09:26:23,1499822783,0.008590236,-5.04168205,77.11330623,7.685642253,5.528671057,0.355260249,2.256238317,0.326855247,0.206647016,247.8153942,32.4250322,33.1211,5.086585389,49.69095851,2.567777501,5.167494405,2.518807888,-0.041351903,0.046421134,3.466380018,0,0,0,0,#DIV/0!,-1,-,0,0,#DIV/0!,0.5,1264.36503,-5.04168205,#DIV/0!,#DIV/0!,-0.00319661,#DIV/0!,-,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1499.84,1264.36503,0.84299994,0.19599988,1499822783,55.4715,49.9939,25.7636,15.722,500.055,99.5668,0.100075,33.4025,33.1211,999.9,10015.6,0,919.781,1499.84,0.900002,0.099998,0,951.281,5.00027,14279.6,47.062,48.625,47.75,48.5,49.25,951.2129615,-0.444205123,-18.14700845,14283.22308,15,2,445.671,858.318,30.0018,35.8841,30.0003,35.7565,35.7038,5.49895,52.5145,0,30,50,15.832,97.672,99.0066,0.215,13.754,100,100
6,c13,1499822851,351.0999999,20170712 09:27:30,1499822850,0.008490674,-6.683495413,58.67486126,5.847953441,2.761456489,0.350308001,2.258628241,0.322683183,0.203977126,247.8170464,32.46951879,33.1706,5.100737374,49.88307224,2.579265025,5.170621835,2.521472349,-0.041416436,0.046493578,3.470658475,0,0,0,0,#DIV/0!,-1,-,0,0,#DIV/0!,0.5,1264.37346,-6.683495413,#DIV/0!,#DIV/0!,-0.004495108,#DIV/0!,-,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1499.85,1264.37346,0.84299994,0.19599988,1499822850,27.7068,19.9694,25.8788,15.9543,500.032,99.5671,0.100003,33.4133,33.1706,999.9,10031.2,0,938.596,1499.85,0.900002,0.099998,0,956.1,5.00027,14345.5,47.125,48.625,47.75,48.562,49.25,955.516,4.898666671,48.27008544,14339.97308,15,2,445.84,857.936,30.0013,35.9339,30.0004,35.8001,35.7467,3.88706,51.6621,0,30,20,15.9495,97.6616,99.0001,0.215,13.754,100,100
7,c13,1499822923,423.0999999,20170712 09:28:42,1499822922,0.008346535,17.39218309,274.8318981,27.39149956,37.41685092,0.342746676,2.260910394,0.316277772,0.19988112,247.820351,32.54736755,33.2056,5.110764489,49.8549169,2.582086729,5.179201751,2.528677761,-0.041478118,0.046562821,3.474745703,0,0,0,0,#DIV/0!,-1,-,0,0,#DIV/0!,0.5,1264.39032,17.39218309,#DIV/0!,#DIV/0!,0.014546286,#DIV/0!,-,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1499.87,1264.39032,0.84299994,0.19599988,1499822922,375.421,400.064,25.9073,16.1461,499.752,99.5665,0.099877,33.4429,33.2056,999.9,10046.2,0,573.731,1499.87,0.900002,0.099998,0,927.276,5.00027,13950.4,47.125,48.687,47.75,48.562,49.312,932.5298077,-46.32290599,-659.2170939,14028.97308,15,2,445.258,858.482,29.9995,35.9923,30.0004,35.8491,35.7951,23.8495,51.3899,0,30,400,16.0762,97.6521,98.9924,0.215,13.754,100,100
8,c13,1499822983,483.5999999,20170712 09:29:43,1499822983,0.00828283,17.3395842,273.5391509,27.26259659,37.41607153,0.336754366,2.255754808,0.311112173,0.196585995,247.860262,32.60760391,33.2663,5.128195036,49.64945045,2.577327013,5.19104842,2.550868023,-0.041338855,0.046406486,3.465514659,0,0,0,0,#DIV/0!,-1,-,0,0,#DIV/0!,0.5,1264.593077,17.3395842,#DIV/0!,#DIV/0!,0.01450236,#DIV/0!,-,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1500.11,1264.593077,0.843000231,0.196000015,1499822983,375.414,399.955,25.8596,16.1764,499.957,99.5662,0.0999593,33.4837,33.2663,999.9,10012.5,0,947.057,1500.11,0.900001,0.0999993,0,933.779,5.00027,14044.1,47.125,48.75,47.812,48.625,49.312,931.4621923,19.23709399,264.7623928,14010.01923,15,2,445.992,857.381,30.0016,36.0353,30.0004,35.8889,35.8342,23.8514,51.3845,0,30,400,16.1988,97.6441,98.9865,0.215,13.754,100,100
9,c13,1499823056,556.0999999,20170712 09:30:55,1499823055,0.008125395,28.50491571,392.9038419,39.15921108,55.84722641,0.330881063,2.254132404,0.306073836,0.193369757,247.8701757,32.66565024,33.2851,5.133604103,49.88013129,2.590273262,5.19299608,2.543330841,-0.04129509,0.046357356,3.462611511,0,0,0,0,#DIV/0!,-1,-,0,0,#DIV/0!,0.5,1264.643657,28.50491571,#DIV/0!,#DIV/0!,0.023330616,#DIV/0!,-,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1500.17,1264.643657,0.843000231,0.196000015,1499823055,560.343,600.016,25.9895,16.4916,499.956,99.5662,0.0999445,33.4904,33.2851,999.9,10001.9,0,981.046,1500.17,0.900001,0.0999993,0,1006.05,5.00027,15112.6,47.187,48.812,47.812,48.75,49.375,1003.077692,23.98017094,369.340171,15063.96923,15,2,446.279,857.32,30.0008,36.1009,30.0004,35.949,35.893,33.2491,49.9993,0,30,600,16.5357,97.6333,98.9765,0.215,13.754,100,100
10,c13,1499823135,635.0999999,20170712 09:32:14,1499823134,0.007953994,37.13332058,523.6624764,52.19515684,74.58471834,0.320709882,2.259884971,0.297401493,0.187828738,247.8586097,32.77030903,33.3547,5.153672382,49.77374344,2.591485356,5.206530947,2.562187027,-0.041450396,0.0465317,3.472909012,0,0,0,0,#DIV/0!,-1,-,0,0,#DIV/0!,0.5,1264.584647,37.13332058,#DIV/0!,#DIV/0!,0.030154819,#DIV/0!,-,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1500.1,1264.584647,0.843000231,0.196000015,1499823134,748.292,799.998,25.9998,16.7025,499.964,99.5733,0.0999804,33.5369,33.3547,999.9,10038.8,0,971.445,1500.1,0.900001,0.0999993,0,1057.5,5.00027,15903.4,47.375,48.937,47.937,48.937,49.5,1056.92,3.663589738,47.99316249,15891.92308,15,2,446.48,857.018,30.0006,36.1937,30.0006,36.0316,35.9758,42.0672,49.4344,0,30,800,16.7272,97.6127,98.9606,0.215,13.754,100,100
11,c13,1499823217,717.0999999,20170712 09:33:36,1499823216,0.00776822,41.71504917,676.177688,67.39672699,93.80125895,0.308668224,2.25529323,0.286973191,0.181180226,247.860262,32.88227792,33.4489,5.180942431,49.5616689,2.587992133,5.221761475,2.592950299,-0.041326401,0.046392505,3.46468862,0,0,0,0,#DIV/0!,-1,-,0,0,#DIV/0!,0.5,1264.593077,41.71504917,#DIV/0!,#DIV/0!,0.033777703,#DIV/0!,-,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1500.11,1264.593077,0.843000231,0.196000015,1499823216,941.089,999.906,25.9648,16.8871,500.117,99.573,0.100101,33.5891,33.4489,999.9,10008.8,0,931.189,1500.11,0.900001,0.0999993,0,1046.76,5.00027,15767.5,47.437,49.125,48.062,49.062,49.625,1048.290769,-15.00034188,-239.1726496,15794.55385,15,2,446.627,856.113,30.0005,36.3105,30.0006,36.1369,36.0772,50.4103,47.6873,0,30,1000,17.1468,97.5925,98.9388,0.215,13.754,100,100
12,c13,1499823292,792.0999999,20170712 09:34:51,1499823291,0.007631829,43.52972512,849.2637492,84.64842363,113.3617657,0.301926205,2.247231478,0.281065279,0.177419814,247.8732656,32.97453643,33.5287,5.204141927,49.72508951,2.603710465,5.236210714,2.600431462,-0.041109256,0.046148741,3.450272251,0,0,0,0,#DIV/0!,-1,-,0,0,#DIV/0!,0.5,1264.65255,43.52972512,#DIV/0!,#DIV/0!,0.035211035,#DIV/0!,-,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1500.18,1264.65255,0.84300054,0.19600108,1499823291,1137.34,1199.98,26.1226,17.2053,500.093,99.5726,0.100115,33.6385,33.5287,999.9,9956.25,0,979.332,1500.18,0.899982,0.100018,0,1016.02,5.00027,15326.9,47.562,49.25,48.187,49.187,49.687,1011.137308,19.35008553,297.6341889,15254.56154,15,2,446.763,855.891,30.0006,36.4042,30.0007,36.2287,36.1683,58.3687,47.4111,0,30,1200,17.2784,97.5731,98.924,0.215,13.754,100,100
13,c13,1499823354,854.0999999,20170712 09:35:53,1499823353,0.00748928,42.37142357,1136.847262,113.3118699,143.1429834,0.295259405,2.254694667,0.275338237,0.173764103,247.8255641,32.99848135,33.5458,5.209124987,49.8044569,2.604280531,5.229011003,2.604844456,-0.041310254,0.046374379,3.463617537,0,0,0,0,#DIV/0!,-1,-,0,0,#DIV/0!,0.5,1264.416046,42.37142357,#DIV/0!,#DIV/0!,0.034301545,#DIV/0!,-,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1499.9,1264.416046,0.843000231,0.196000015,1499823353,1436.14,1499.88,26.1285,17.3779,500.098,99.5719,0.100126,33.6139,33.5458,999.9,10005,0,961.091,1499.9,0.900001,0.0999993,0,1029.51,5.00027,15511.6,47.687,49.375,48.312,49.375,49.875,1020.042423,141.2524787,2126.844445,15371.73846,15,2,447.946,856.048,30.0005,36.4841,30.0006,36.3081,36.2459,69.6909,47.4058,0,30,1500,17.3345,97.5566,98.9068,0.215,13.754,100,100
1,c14,1499825752,0,20170712 10:15:52,1499825752,0.000886194,2.672774877,211.4156587,21.07531408,39.51528083,0.025584906,2.260946703,0.025425146,0.015904987,247.857294,36.11375839,36.3451,6.082970363,50.11504803,2.762545736,5.512407638,3.320424628,-0.041479099,0.046563923,3.474810745,0,0,0,0,#DIV/0!,-1,-,0,0,#DIV/0!,0.5,1264.576095,2.672774877,#DIV/0!,#DIV/0!,0.002904353,#DIV/0!,-,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1500.09,1264.576095,0.84300015,0.1960003,1499825752,396.395,400.024,27.7123,26.6783,499.982,99.5867,0.0999278,34.5607,36.3451,999.9,10044.4,0,656.618,1500.09,0.899995,0.100005,0,761.387,5.00027,11696.1,49.75,51.25,50.375,51.375,51.812,761.3805769,-0.287965819,-85.16581211,11707.32692,15,2,492.773,842.732,30.0004,37.9015,30.0006,37.6722,37.6022,24.183,30.1866,0,30,400,26.5892,97.2877,98.6803,0.144,14.232,100,100
2,c14,1499825829,76.5,20170712 10:17:08,1499825828,0.000952103,0.668028854,244.9628888,24.41866332,29.78690909,0.02769937,2.254285134,0.027511668,0.01721155,247.8141653,36.03490298,36.2554,6.053110751,50.16231866,2.755779532,5.493724385,3.297331219,-0.041299209,0.04636198,3.462884772,0,0,0,0,#DIV/0!,-1,-,0,0,#DIV/0!,0.5,1264.356825,0.668028854,#DIV/0!,#DIV/0!,0.001319271,#DIV/0!,-,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1499.83,1264.356825,0.84300009,0.19600018,1499825828,298.816,299.959,27.6454,26.5345,500.017,99.5831,0.100013,34.4996,36.2554,999.9,10001.2,0,684.64,1499.83,0.899997,0.100003,0,763.214,5.00027,11728.9,49.687,51.125,50.312,51.25,51.75,763.2515,-0.916547012,-37.1316239,11731.77308,15,2,492.951,841.879,29.9995,37.9706,30.0004,37.7557,37.6861,19.123,30.7758,0,30,300,26.5292,97.2688,98.6637,0.144,14.232,100,100
3,c14,1499825903,150.5,20170712 10:18:22,1499825902,0.00107304,-1.443031499,262.8206292,26.19968442,20.08115971,0.031329965,2.249938821,0.031089604,0.019452444,247.8490185,35.99490384,36.2382,6.047399731,50.22496509,2.758745799,5.492777931,3.288653932,-0.0411821,0.046230515,3.45511134,0,0,0,0,#DIV/0!,-1,-,0,0,#DIV/0!,0.5,1264.541389,-1.443031499,#DIV/0!,#DIV/0!,-0.00035035,#DIV/0!,-,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1500.05,1264.541389,0.842999493,0.195999135,1499825902,201.443,199.971,27.6742,26.4224,500.085,99.5865,0.10006,34.4965,36.2382,999.9,9972.5,0,843.591,1500.05,0.900014,0.0999859,0,764.973,5.00027,11760.7,49.75,51.187,50.375,51.312,51.75,764.7611154,-1.348957262,-4.512820483,11759.23077,15,2,493.13,840.538,30.0012,38.0214,30.0003,37.8202,37.7528,13.828,31.9251,0,30,200,26.3451,97.2575,98.6546,0.144,14.232,100,100
4,c14,1499825978,225.5,20170712 10:19:37,1499825977,0.001239173,-3.558204273,252.3290765,25.15312978,10.37628965,0.036297648,2.254877702,0.035976142,0.022513738,247.845714,35.9338715,36.2294,6.044479624,50.30496371,2.762617839,5.491740049,3.281861785,-0.041315191,0.046379921,3.463945051,0,0,0,0,#DIV/0!,-1,-,0,0,#DIV/0!,0.5,1264.524529,-3.558204273,#DIV/0!,#DIV/0!,-0.002023056,#DIV/0!,-,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1500.03,1264.524529,0.842999493,0.195999135,1499825977,104.092,99.9775,27.7138,26.2682,500.068,99.5838,0.100034,34.4931,36.2294,999.9,10005,0,722.086,1500.03,0.900014,0.0999859,0,766.915,5.00027,11779.2,49.812,51.25,50.437,51.375,51.875,766.7619615,-0.19148716,1.705982932,11777.73462,15,2,493.311,839.483,30.0009,38.0681,30.0003,37.8754,37.8109,8.33142,33.6443,0,30,100,26.1307,97.2496,98.6488,0.144,14.232,100,100
5,c14,1499826048,295.5,20170712 10:20:47,1499826047,0.001381885,-4.498173044,226.1861571,22.54661605,5.510592643,0.040636031,2.256085096,0.040233751,0.025181906,247.8622508,35.88818184,36.1903,6.031519862,50.22987646,2.758770228,5.492289495,3.272749634,-0.041347768,0.046416491,3.466105783,0,0,0,0,#DIV/0!,-1,-,0,0,#DIV/0!,0.5,1264.601385,-4.498173044,#DIV/0!,#DIV/0!,-0.002766226,#DIV/0!,-,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1500.12,1264.601385,0.84300015,0.1960003,1499826047,55.2819,49.975,27.6758,26.0632,499.928,99.5817,0.0999796,34.4949,36.1903,999.9,10013.1,0,511.371,1500.12,0.899995,0.100005,0,768.278,5.00027,11792.4,49.75,51.25,50.375,51.375,51.875,768.5433077,0.882529902,-24.79999996,11792.37692,15,2,493.118,838.656,29.9988,38.0972,30.0001,37.9147,37.8516,5.56639,34.2111,0,30,50,26.0148,97.2455,98.6435,0.144,14.232,100,100
6,c14,1499826113,360.5,20170712 10:21:52,1499826112,0.001548408,-5.00770882,196.1818822,19.55620944,2.588685773,0.045896852,2.247888591,0.045382532,0.028409812,247.8655554,35.76488097,36.091,5.998715128,50.21531165,2.746784715,5.470014275,3.251930412,-0.041126929,0.046168581,3.451446557,0,0,0,0,#DIV/0!,-1,-,0,0,#DIV/0!,0.5,1264.618245,-5.00770882,#DIV/0!,#DIV/0!,-0.003169106,#DIV/0!,-,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1500.14,1264.618245,0.84300015,0.1960003,1499826112,25.9689,20.0082,27.5549,25.7481,500.025,99.5841,0.0999749,34.4218,36.091,999.9,9959.38,0,520.856,1500.14,0.899995,0.100005,0,770.968,5.00027,11828.7,49.75,51.125,50.375,51.375,51.812,771.0891538,1.797264952,34.66666658,11822.50769,15,2,493.467,838.159,29.9985,38.0884,30,37.9222,37.8623,3.92478,35.3559,0,30,20,25.6798,97.2488,98.6439,0.144,14.232,100,100
7,c14,1499826192,439.5,20170712 10:23:11,1499826191,0.00175455,5.375831353,210.5982039,20.99383281,39.15124026,0.052446323,2.251090569,0.051776839,0.032419963,247.8738026,35.67083659,36.024,5.976668678,50.27687426,2.746407523,5.462566166,3.230261155,-0.041213113,0.04626533,3.457170671,0,0,0,0,#DIV/0!,-1,-,0,0,#DIV/0!,0.5,1264.667839,5.375831353,#DIV/0!,#DIV/0!,0.005041507,#DIV/0!,-,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1500.2,1264.667839,0.842999493,0.195999135,1499826191,392.743,400.02,27.5504,25.5032,500.062,99.5866,0.100066,34.3973,36.024,999.9,9980,0,925.873,1500.2,0.900014,0.0999859,0,758.83,5.00027,11672.7,49.687,51.125,50.312,51.312,51.812,758.6737308,-3.004205126,-46.15726486,11676.56538,15,2,493.778,838.871,29.9982,38.0572,29.9997,37.9072,37.8476,24.1694,36.1942,0,30,400,25.4968,97.2565,98.6539,0.144,14.232,100,100
8,c14,1499826252,499.9000001,20170712 10:24:12,1499826252,0.001961919,5.785333175,216.0231592,21.53480869,39.09305125,0.058692159,2.251009333,0.057855066,0.036233631,247.8388486,35.62158524,36.0238,5.976602973,50.1783301,2.743968219,5.468432714,3.232634755,-0.041210926,0.046262874,3.457025408,0,0,0,0,#DIV/0!,-1,-,0,0,#DIV/0!,0.5,1264.490373,5.785333175,#DIV/0!,#DIV/0!,0.005366062,#DIV/0!,-,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1499.99,1264.490373,0.842999202,0.195999,1499826252,392.156,400.022,27.5257,25.2361,499.978,99.5875,0.1,34.4166,36.0238,999.9,9979.38,0,511.455,1499.99,0.900015,0.0999846,0,759.378,5.00027,11656.1,49.562,51,50.187,51.187,51.687,759.0089615,2.354769213,24.05811965,11653.01923,15,2,493.894,838.564,29.9991,38.0152,29.9998,37.8761,37.8194,24.1673,36.7539,0,30,400,25.326,97.2669,98.6684,0.144,14.232,100,100
9,c14,1499826325,572.5,20170712 10:25:24,1499826324,0.002017907,11.85976967,246.046263,24.5272856,58.24753087,0.060830748,2.251363438,0.059932183,0.037537241,247.8701305,35.5830287,35.9715,5.959442691,50.33892848,2.749659631,5.46229273,3.20978306,-0.041220463,0.046273581,3.457658625,0,0,0,0,#DIV/0!,-1,-,0,0,#DIV/0!,0.5,1264.63578,11.85976967,#DIV/0!,#DIV/0!,0.010168754,#DIV/0!,-,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1500.16,1264.63578,0.8430006,0.1960012,1499826324,584.312,599.956,27.5833,25.229,500.084,99.5856,0.100066,34.3964,35.9715,999.9,9981.88,0,694.329,1500.16,0.89998,0.10002,0,760.862,5.00027,11706.9,49.5,50.875,50.125,51.062,51.562,761.1036154,1.00300855,73.88034204,11693.4,15,2,494.229,839.378,29.9983,37.9541,29.9996,37.8335,37.7797,33.6705,36.4784,0,30,600,25.1494,97.2824,98.6789,0.144,14.232,100,100
10,c14,1499826398,645.5,20170712 10:26:37,1499826397,0.002138681,17.3828021,308.6089374,30.76384271,77.47628472,0.064173558,2.254322042,0.063175687,0.039573166,247.8239943,35.57660397,36.004,5.970101304,50.11792599,2.742936827,5.472965557,3.227164477,-0.041300204,0.046363097,3.462950807,0,0,0,0,#DIV/0!,-1,-,0,0,#DIV/0!,0.5,1264.40736,17.3828021,#DIV/0!,#DIV/0!,0.014538671,#DIV/0!,-,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1499.89,1264.40736,0.84300006,0.19600012,1499826397,777.207,800.061,27.5159,25.0201,500,99.5855,0.100021,34.4315,36.004,999.9,10001.2,0,797.374,1499.89,0.899998,0.100002,0,772.041,5.00027,11874.6,49.375,50.812,50,50.875,51.437,772.9991538,-6.470153841,-116.8512821,11886.83462,15,2,494.31,839.792,30.0013,37.8844,29.9998,37.7734,37.7254,42.5673,37.0209,0,30,800,25.0631,97.2985,98.6991,0.144,14.232,100,100
11,c14,1499826475,722.5,20170712 10:27:54,1499826474,0.002171049,20.9601962,412.917005,41.1632061,96.92982541,0.065133506,2.252369079,0.06410494,0.040156647,247.8520668,35.54797711,35.9893,5.965278282,50.05268044,2.736457917,5.46715559,3.228820365,-0.041247557,0.046303996,3.459457147,0,0,0,0,#DIV/0!,-1,-,0,0,#DIV/0!,0.5,1264.557813,20.9601962,#DIV/0!,#DIV/0!,0.017365909,#DIV/0!,-,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1500.07,1264.557813,0.842999202,0.195999,1499826474,972.324,1000.01,27.45,24.9162,499.989,99.5888,0.100013,34.4124,35.9893,999.9,9988.12,0,458.956,1500.07,0.900015,0.0999846,0,778.988,5.00027,11964,49.437,50.875,50.062,50.937,51.5,780.9685385,-14.78352137,-216.5572651,11989.29615,15,2,494.568,839.689,30.001,37.8687,30.0003,37.7605,37.7195,50.9815,37.3059,0,30,1000,24.9635,97.2973,98.6957,0.144,14.232,100,100
12,c14,1499826563,810.5,20170712 10:29:22,1499826562,0.002036515,23.23399643,511.839797,51.02463645,116.5629891,0.061498575,2.252943698,0.060580966,0.037944407,247.8637337,35.5080746,35.8774,5.928675069,50.03855596,2.722916688,5.441637225,3.205758381,-0.041263043,0.04632138,3.460484958,0,0,0,0,#DIV/0!,-1,-,0,0,#DIV/0!,0.5,1264.609725,23.23399643,#DIV/0!,#DIV/0!,0.019163222,#DIV/0!,-,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1500.13,1264.609725,0.84300009,0.19600018,1499826562,1169.27,1200.01,27.3142,24.937,499.972,99.5887,0.0999853,34.3283,35.8774,999.9,9991.88,0,759.893,1500.13,0.899997,0.100003,0,778.147,5.00027,11970.3,49.5,50.875,50.125,51,51.562,779.9583462,-13.23661539,-160.0717948,11990.31154,15,2,494.435,839.3,30.0005,37.8723,30,37.7627,37.716,59.0135,37.6042,0,30,1200,24.9178,97.2905,98.6875,0.144,14.232,100,100
